Time_ms,INST_RET,ASE_SPEC,VFP_SPEC,STALL_BACKEND,MISD,ASE_Ratio,VFP_Ratio,Stall_Ratio,Temp_C,Kernel_Freq_MHz,Actual_Freq_MHz,Throttle_Bits
0,35651197,23766974,0,0,0.667,0.667,0.000,0.000,50.6,600,613,0
10,36277821,24185801,0,0,0.667,0.667,0.000,0.000,51.1,600,611,0
20,36254229,24170090,0,0,0.667,0.667,0.000,0.000,51.1,600,610,0
30,36250503,24167504,0,0,0.667,0.667,0.000,0.000,51.6,600,610,0
40,36317841,24212408,0,0,0.667,0.667,0.000,0.000,51.6,600,610,0
50,36286269,24191428,0,0,0.667,0.667,0.000,0.000,51.1,600,610,0
60,36375303,24250728,0,0,0.667,0.667,0.000,0.000,51.1,600,610,0
70,36344658,24230324,0,0,0.667,0.667,0.000,0.000,51.1,600,610,0
80,36328968,24219736,0,0,0.667,0.667,0.000,0.000,51.1,600,610,0
90,36378972,24253016,0,0,0.667,0.667,0.000,0.000,52.1,600,610,0
100,36321588,24214996,0,0,0.667,0.667,0.000,0.000,52.1,600,610,0
110,36375948,24251004,0,0,0.667,0.667,0.000,0.000,51.6,600,610,0
120,36271765,24181583,0,0,0.667,0.667,0.000,0.000,51.6,600,610,0
130,36323244,24215996,0,0,0.667,0.667,0.000,0.000,51.1,600,610,0
140,36377298,24251908,0,0,0.667,0.667,0.000,0.000,51.1,600,610,0
150,47099556,31400404,0,0,0.667,0.667,0.000,0.000,52.1,600,790,0
160,36385872,24257632,0,0,0.667,0.667,0.000,0.000,52.1,600,610,0
170,36330546,24221060,0,0,0.667,0.667,0.000,0.000,51.6,600,610,0
180,36380958,24254364,0,0,0.667,0.667,0.000,0.000,51.6,600,610,0
190,36329811,24220468,0,0,0.667,0.667,0.000,0.000,52.6,600,610,0
200,36160557,24107468,0,0,0.667,0.667,0.000,0.000,52.6,600,611,0
210,36389637,24260104,0,0,0.667,0.667,0.000,0.000,52.6,600,610,0
220,36287067,24193092,0,0,0.667,0.667,0.000,0.000,52.6,600,610,0
230,34806658,23201629,0,0,0.667,0.667,0.000,0.000,52.6,600,610,0
240,44647206,29765626,0,0,0.667,0.667,0.000,0.000,52.1,600,759,0
250,36309231,24206596,0,0,0.667,0.667,0.000,0.000,51.1,600,610,0
260,36137424,24092060,0,0,0.667,0.667,0.000,0.000,51.1,600,610,0
270,34540203,23028894,0,0,0.667,0.667,0.000,0.000,51.1,600,610,0
280,36167457,24112304,0,0,0.667,0.667,0.000,0.000,52.1,600,610,0
290,36170301,24114124,0,0,0.667,0.667,0.000,0.000,52.1,600,609,0
300,36375855,24251076,0,0,0.667,0.667,0.000,0.000,52.6,600,610,0
310,35641206,23761876,0,0,0.667,0.667,0.000,0.000,52.6,600,623,0
320,35349360,23566894,0,0,0.667,0.667,0.000,0.000,52.1,600,610,0
330,36370266,24247180,0,0,0.667,0.667,0.000,0.000,52.1,600,610,0
340,47916264,31944704,0,0,0.667,0.667,0.000,0.000,52.6,600,804,0
350,36382641,24255400,0,0,0.667,0.667,0.000,0.000,52.6,600,610,0
360,36341811,24228348,0,0,0.667,0.667,0.000,0.000,51.6,600,610,0
370,36329121,24219872,0,0,0.667,0.667,0.000,0.000,51.6,600,610,0
380,36209447,24131734,0,0,0.666,0.666,0.000,0.000,52.6,600,611,0
390,36383601,24256740,0,0,0.667,0.667,0.000,0.000,52.6,600,611,0
400,36374709,24250156,0,0,0.667,0.667,0.000,0.000,52.1,600,610,0
