Time_ms,INST_RET,ASE_SPEC,VFP_SPEC,STALL_BACKEND,MISD,ASE_Ratio,VFP_Ratio,Stall_Ratio,Temp_C,Kernel_Freq_MHz,Actual_Freq_MHz,Throttle_Bits
0,123166003,82111774,3,0,0.667,0.667,0.000,0.000,53.6,1500,2083,0
10,86959934,57969909,6,0,0.667,0.667,0.000,0.000,53.6,1500,1523,0
20,89149259,59433782,3,0,0.667,0.667,0.000,0.000,52.6,1500,1515,0
30,90182447,60122529,0,0,0.667,0.667,0.000,0.000,52.6,1500,1515,0
40,90177767,60119101,0,0,0.667,0.667,0.000,0.000,54.5,1500,1515,0
50,90516494,60344978,3,0,0.667,0.667,0.000,0.000,54.5,1500,1515,0
60,90595955,60397813,0,0,0.667,0.667,0.000,0.000,55.0,1500,1515,0
70,90476315,60318329,0,0,0.667,0.667,0.000,0.000,55.0,1500,1515,0
80,90636158,60424621,4,0,0.667,0.667,0.000,0.000,54.0,1500,1515,0
90,90574154,60383415,0,0,0.667,0.667,0.000,0.000,54.0,1500,1515,0
100,90642725,60428921,0,0,0.667,0.667,0.000,0.000,54.0,1500,1515,0
110,90560891,60374849,0,0,0.667,0.667,0.000,0.000,54.0,1500,1515,0
120,90648014,60432621,0,0,0.667,0.667,0.000,0.000,54.0,1500,1515,0
130,90616598,60411751,0,0,0.667,0.667,0.000,0.000,55.0,1500,1515,0
140,90597152,60398635,0,0,0.667,0.667,0.000,0.000,55.0,1500,1515,0
150,90644504,60430235,0,0,0.667,0.667,0.000,0.000,54.0,1500,1515,0
160,90610814,60407767,0,0,0.667,0.667,0.000,0.000,54.0,1500,1515,0
170,90648104,60432599,0,0,0.667,0.667,0.000,0.000,56.5,1500,1515,0
180,90502959,60335902,0,0,0.667,0.667,0.000,0.000,56.5,1500,1515,0
190,90644285,60430147,0,0,0.667,0.667,0.000,0.000,55.0,1500,1515,0
200,90571847,60381943,0,0,0.667,0.667,0.000,0.000,55.0,1500,1515,0
210,90632546,60422223,0,0,0.667,0.667,0.000,0.000,54.0,1500,1515,0
220,90432760,60281335,1,0,0.667,0.667,0.000,0.000,54.0,1500,1515,0
