Time_ms,INST_RET,ASE_SPEC,VFP_SPEC,STALL_BACKEND,MISD,ASE_Ratio,VFP_Ratio,Stall_Ratio,Temp_C,Kernel_Freq_MHz,Actual_Freq_MHz,Throttle_Bits
0,22475162,14983540,0,0,0.667,0.667,0.000,0.000,54.0,1500,1506,0
10,22492238,14994812,0,0,0.667,0.667,0.000,0.000,54.0,1500,1506,0
20,22514714,15009801,0,0,0.667,0.667,0.000,0.000,54.5,1500,1507,0
30,22460916,14973930,0,0,0.667,0.667,0.000,0.000,54.5,1500,1507,0
40,22496090,14997385,0,0,0.667,0.667,0.000,0.000,54.5,1500,1507,0
50,22551242,15034131,0,0,0.667,0.667,0.000,0.000,54.5,1500,1507,0
60,22533026,15022015,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
70,22556112,15037399,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
80,22549028,15032677,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
90,22560698,15040432,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
100,22535042,15023346,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
110,22564038,15042677,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
120,22547612,15031727,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
130,22553330,15035545,0,0,0.667,0.667,0.000,0.000,55.0,1500,1507,0
140,22562612,15041711,0,0,0.667,0.667,0.000,0.000,55.0,1500,1507,0
150,22555092,15036741,0,0,0.667,0.667,0.000,0.000,55.0,1500,1507,0
160,22564364,15042873,0,0,0.667,0.667,0.000,0.000,55.0,1500,1507,0
170,22553276,15035503,0,0,0.667,0.667,0.000,0.000,55.0,1500,1507,0
180,22560512,15040311,0,0,0.667,0.667,0.000,0.000,55.0,1500,1507,0
190,22553748,15035839,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
200,22564328,15042855,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
210,22553636,15035750,0,0,0.667,0.667,0.000,0.000,53.6,1500,1507,0
220,22564802,15043164,0,0,0.667,0.667,0.000,0.000,53.6,1500,1507,0
230,22524516,15016357,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
240,22563482,15042285,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
250,22523246,15015505,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
260,22487900,14991991,0,0,0.667,0.667,0.000,0.000,53.6,1500,1507,0
270,22541370,15027587,0,0,0.667,0.667,0.000,0.000,53.6,1500,1507,0
280,22561664,15041073,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
290,22509536,15006409,0,0,0.667,0.667,0.000,0.000,54.0,1500,1507,0
300,22552526,15035002,0,0,0.667,0.667,0.000,0.000,54.5,1500,1507,0
310,22563204,15042127,0,0,0.667,0.667,0.000,0.000,54.5,1500,1507,0
320,22161194,14774127,0,0,0.667,0.667,0.000,0.000,55.0,1500,1484,0
330,22524290,15016185,0,0,0.667,0.667,0.000,0.000,55.0,1500,1505,0
340,22393136,14928749,0,0,0.667,0.667,0.000,0.000,54.0,1500,1497,0
350,20288946,13526211,0,0,0.667,0.667,0.000,0.000,54.0,1500,1387,0
360,20616030,13744188,0,0,0.667,0.667,0.000,0.000,54.5,1500,1396,0
370,22563284,15042153,0,0,0.667,0.667,0.000,0.000,54.5,1500,1507,0
380,22290164,14860088,0,0,0.667,0.667,0.000,0.000,54.5,1500,1493,0
390,20121774,13414679,0,0,0.667,0.667,0.000,0.000,54.5,1500,1371,0
400,19963136,13308913,0,0,0.667,0.667,0.000,0.000,54.5,1500,1358,0
