Time_ms,INST_RET,ASE_SPEC,VFP_SPEC,STALL_BACKEND,MISD,ASE_Ratio,VFP_Ratio,Stall_Ratio,Temp_C,Kernel_Freq_MHz,Actual_Freq_MHz,Throttle_Bits
0,43276228,0,0,0,0.000,0.000,0.000,0.000,55.0,1800,1807,0
10,43244236,0,0,0,0.000,0.000,0.000,0.000,56.0,1800,1808,0
20,43265372,0,0,0,0.000,0.000,0.000,0.000,56.0,1800,1808,0
30,43147528,0,0,0,0.000,0.000,0.000,0.000,55.5,1800,1809,0
40,43227562,0,0,0,0.000,0.000,0.000,0.000,55.5,1800,1809,0
50,43314796,0,0,0,0.000,0.000,0.000,0.000,55.5,1800,1809,0
60,43298590,0,0,0,0.000,0.000,0.000,0.000,55.5,1800,1809,0
70,43317764,0,0,0,0.000,0.000,0.000,0.000,55.0,1800,1809,0
80,43289878,0,0,0,0.000,0.000,0.000,0.000,55.0,1800,1809,0
90,43339018,0,0,0,0.000,0.000,0.000,0.000,56.0,1800,1809,0
100,43322818,0,0,0,0.000,0.000,0.000,0.000,56.0,1800,1809,0
110,43317686,0,0,0,0.000,0.000,0.000,0.000,56.0,1800,1809,0
120,43323100,0,0,0,0.000,0.000,0.000,0.000,55.5,1800,1809,0
130,43340410,0,0,0,0.000,0.000,0.000,0.000,55.5,1800,1809,0
140,43312378,0,0,0,0.000,0.000,0.000,0.000,56.0,1800,1809,0
150,43325716,0,0,0,0.000,0.000,0.000,0.000,56.0,1800,1809,0
160,43340210,0,0,0,0.000,0.000,0.000,0.000,55.0,1800,1809,0
170,43293760,0,0,0,0.000,0.000,0.000,0.000,55.0,1800,1809,0
180,43102990,0,0,0,0.000,0.000,0.000,0.000,54.5,1800,1806,0
190,43322770,0,0,0,0.000,0.000,0.000,0.000,54.5,1800,1808,0
200,43339276,0,0,0,0.000,0.000,0.000,0.000,55.5,1800,1809,0
210,43083884,0,0,0,0.000,0.000,0.000,0.000,55.5,1800,1802,0
220,43338022,0,0,0,0.000,0.000,0.000,0.000,55.5,1800,1809,0
