Time_ms,INST_RET,ASE_SPEC,VFP_SPEC,STALL_BACKEND,MISD,ASE_Ratio,VFP_Ratio,Stall_Ratio,Temp_C,Kernel_Freq_MHz,Actual_Freq_MHz,Throttle_Bits
0,16364122,5454709,0,0,0.333,0.333,0.000,0.000,52.1,1000,1004,0
10,16323084,5441027,0,0,0.333,0.333,0.000,0.000,52.6,1000,1003,0
20,16295746,5431948,0,0,0.333,0.333,0.000,0.000,52.6,1000,1004,0
30,16377348,5459116,0,0,0.333,0.333,0.000,0.000,53.6,1000,1005,0
40,16288710,5429576,0,0,0.333,0.333,0.000,0.000,53.6,1000,1004,0
50,16374798,5458273,0,0,0.333,0.333,0.000,0.000,52.6,1000,1004,0
60,16361482,5453856,0,0,0.333,0.333,0.000,0.000,52.6,1000,1004,0
70,16389312,5463099,0,0,0.333,0.333,0.000,0.000,52.6,1000,1004,0
80,16373154,5457734,0,0,0.333,0.333,0.000,0.000,52.1,1000,1005,0
90,15930064,5310055,0,0,0.333,0.333,0.000,0.000,52.1,1000,984,0
100,16036980,5345670,0,0,0.333,0.333,0.000,0.000,51.6,1000,990,0
110,16294662,5431554,0,0,0.333,0.333,0.000,0.000,51.6,1000,1002,0
120,16391916,5463966,0,0,0.333,0.333,0.000,0.000,52.1,1000,1004,0
130,16333306,5444492,0,0,0.333,0.333,0.000,0.000,52.1,1000,1005,0
140,16390422,5463463,0,0,0.333,0.333,0.000,0.000,51.6,1000,1005,0
150,16376844,5458964,0,0,0.333,0.333,0.000,0.000,51.6,1000,1005,0
160,16391952,5463981,0,0,0.333,0.333,0.000,0.000,53.1,1000,1005,0
170,16382398,5460828,0,0,0.333,0.333,0.000,0.000,53.1,1000,1005,0
180,16390974,5463657,0,0,0.333,0.333,0.000,0.000,52.1,1000,1005,0
190,16383960,5461336,0,0,0.333,0.333,0.000,0.000,52.1,1000,1004,0
200,16392586,5464203,0,0,0.333,0.333,0.000,0.000,52.1,1000,1004,0
210,16384692,5461580,0,0,0.333,0.333,0.000,0.000,52.6,1000,1005,0
220,16383354,5461140,0,0,0.333,0.333,0.000,0.000,52.6,1000,1004,0
230,16382304,5460767,0,0,0.333,0.333,0.000,0.000,52.6,1000,1005,0
240,16382506,5460858,0,0,0.333,0.333,0.000,0.000,52.6,1000,1004,0
250,16392330,5464103,0,0,0.333,0.333,0.000,0.000,52.6,1000,1005,0
260,16383978,5461332,0,0,0.333,0.333,0.000,0.000,52.6,1000,1004,0
270,16393938,5464643,0,0,0.333,0.333,0.000,0.000,53.1,1000,1005,0
280,16380976,5460344,0,0,0.333,0.333,0.000,0.000,53.1,1000,1005,0
290,16392552,5464180,0,0,0.333,0.333,0.000,0.000,54.5,1000,1005,0
300,16142910,5380976,0,0,0.333,0.333,0.000,0.000,54.5,1000,994,0
310,16387006,5462347,0,0,0.333,0.333,0.000,0.000,54.5,1000,1004,0
320,16380960,5460340,0,0,0.333,0.333,0.000,0.000,51.6,1000,1005,0
330,16393872,5464635,0,0,0.333,0.333,0.000,0.000,51.6,1000,1005,0
340,19915356,6638473,0,0,0.333,0.333,0.000,0.000,52.6,1000,1222,0
350,16381560,5460526,0,0,0.333,0.333,0.000,0.000,52.6,1000,1005,0
360,16362864,5454298,0,0,0.333,0.333,0.000,0.000,53.1,1000,1004,0
370,16391302,5463785,0,0,0.333,0.333,0.000,0.000,53.1,1000,1005,0
380,16266516,5422169,0,0,0.333,0.333,0.000,0.000,52.1,1000,1000,0
390,16389816,5463277,0,0,0.333,0.333,0.000,0.000,52.1,1000,1005,0
400,16381596,5460548,0,0,0.333,0.333,0.000,0.000,51.6,1000,1004,0
410,16393516,5464507,0,0,0.333,0.333,0.000,0.000,51.6,1000,1005,0
420,16383690,5461236,0,0,0.333,0.333,0.000,0.000,52.1,1000,1005,0
430,16392816,5464287,0,0,0.333,0.333,0.000,0.000,52.1,1000,1005,0
440,16382994,5461004,0,0,0.333,0.333,0.000,0.000,52.6,1000,1005,0
450,16394434,5464823,0,0,0.333,0.333,0.000,0.000,52.6,1000,1005,0
460,16384254,5461428,0,0,0.333,0.333,0.000,0.000,52.1,1000,1005,0
470,16380630,5460201,0,0,0.333,0.333,0.000,0.000,52.1,1000,1005,0
480,16381384,5460495,0,0,0.333,0.333,0.000,0.000,52.1,1000,1005,0
490,16382016,5460694,0,0,0.333,0.333,0.000,0.000,52.6,1000,1004,0
500,16394172,5464719,0,0,0.333,0.333,0.000,0.000,52.6,1000,1005,0
510,16383048,5461037,0,0,0.333,0.333,0.000,0.000,52.1,1000,1004,0
520,16394218,5464747,0,0,0.333,0.333,0.000,0.000,52.1,1000,1005,0
530,16384128,5461382,0,0,0.333,0.333,0.000,0.000,53.1,1000,1005,0
540,16394406,5464807,0,0,0.333,0.333,0.000,0.000,53.1,1000,1005,0
